year,state,quarter,suppression,totalRX
2019,NV,2,T,0
2019,NV,3,F,3370
2019,NV,3,T,0
2019,NV,4,F,3309
2019,NV,4,T,0
2019,NY,1,F,28282
2019,NY,1,T,0
2019,NY,2,F,26916
2019,NY,2,T,0
2019,NY,3,F,27156
2019,NY,3,T,0
2019,NY,4,F,26552
2019,NY,4,T,0
2019,OH,1,F,19472
2019,OH,1,T,0
2019,OH,2,F,19335
2019,OH,2,T,0
2019,OH,3,F,19119
2019,OH,3,T,0
2019,OH,4,F,18594
2019,OH,4,T,0
2019,OK,1,F,1167
2019,OK,1,T,0
2019,OK,2,F,1149
2019,OK,2,T,0
2019,OK,3,F,1156
2019,OK,3,T,0
2019,OK,4,F,1087
2019,OK,4,T,0
2019,OR,1,F,4823
2019,OR,1,T,0
2019,OR,2,F,4905
2019,OR,2,T,0
2019,OR,3,F,4974
2019,OR,3,T,0
2019,OR,4,F,4953
